Year,rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
2015,118,118,"Royal Holloway, University of London",53,118,29.1,277,94.4,6,32.8,315,22.4,310,98.9,13,United Kingdom,"Royal Holloway, University of London","Politics & International Studies (incl Development Studies),Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Art, Performing Arts & Design,Law,Chemistry,General Engineering,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Sport Science,Archaeology,Economics & Econometrics,Education,Electrical & Electronic Engineering,Biological Sciences,Psychology,Sociology,Business & Management,Accounting & Finance,Medicine & Dentistry,Computer Science,Geography,History, Philosophy & Theology",FALSE,FALSE
2015,119,119,Lund University,52.9,119,32.6,218,70.1,103,32.6,321,48.5,88,74.9,145,Sweden,Lund University,"Communication & Media Studies,Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Archaeology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Business & Management,Psychology,Architecture,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Biological Sciences,General Engineering,Geography,Chemical Engineering",FALSE,FALSE
2015,120,120,Paris-Sud University,52.8,120,37.3,169,62.7,144,28.9,372,33.1,193,87.7,62,France,Paris-Sud University,"Medicine & Dentistry,Computer Science,Physics & Astronomy,Sport Science,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Law,Other Health,Accounting & Finance,Biological Sciences,General Engineering,Business & Management,Civil Engineering,Mathematics & Statistics,Chemistry,Chemical Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,121,121,University of Sheffield,52.7,123,40,140,74.8,85,43.8,188,39.1,138,74.3,151,United Kingdom,University of Sheffield united kingdom UK Sheffield,"Education,Psychology,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Business & Management,Civil Engineering,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Law,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2015,121,121,Technical University of Denmark,52.7,121,39.9,141,79.7,64,98.6,22,28.2,243,79.6,111,Denmark,Technical University of Denmark,"Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Agriculture & Forestry,Computer Science,Veterinary Science,Chemistry,Chemical Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics",FALSE,FALSE
2015,121,121,University of Rochester,52.7,122,41.9,124,55.5,196,36.4,266,29.2,232,87.7,63,United States,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",FALSE,FALSE
2015,124,124,University of Cape Town,52.6,125,26.8,309,76.7,75,88,40,35.3,169,86.6,68,South Africa,University of Cape Town UCT,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,124,124,University of Alberta,52.6,124,43.8,106,73.4,87,51.8,130,47.1,97,61.8,255,Canada,University of Alberta,"Geography,Archaeology,Computer Science,Education,Law,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,General Engineering,Medicine & Dentistry,History, Philosophy & Theology,Biological Sciences,Other Health,Chemistry,Art, Performing Arts & Design,Civil Engineering,Architecture,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Sport Science,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,126,126,KTH Royal Institute of Technology,52.5,127,45.7,92,84,43,100,5,44.8,110,55.1,305,Sweden,KTH Royal Institute of Technology,"Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Biological Sciences,Chemical Engineering,Chemistry,Education,Mathematics & Statistics,Physics & Astronomy,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture",FALSE,FALSE
2015,126,126,University of Florida,52.5,128,49.8,73,32.2,352,-,393,52.1,74,62.2,250,United States,University of Florida,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",FALSE,FALSE
2015,126,126,Boston College,52.5,126,32.4,221,54.6,204,46.5,164,29.1,233,95.9,23,United States,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",FALSE,FALSE
2015,129,129,Chinese University of Hong Kong,52.4,129,43.9,104,64,135,42.8,196,53.5,70,57.8,283,Hong Kong,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",FALSE,FALSE
2015,130,130,University of Virginia (Main campus),52.1,130,48.7,81,31.8,357,49.8,143,35.9,165,76.9,128,United States,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",FALSE,FALSE
2015,131,131,Lancaster University,52,131,35.4,191,84.7,36,34.1,297,36.1,162,78,119,United Kingdom,Lancaster University,"Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Geography,Medicine & Dentistry,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Education,Economics & Econometrics,Biological Sciences,Sociology,Sport Science,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Psychology,Computer Science,Chemical Engineering,Business & Management,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Architecture",FALSE,FALSE
2015,132,132,University of Southampton,51.9,134,35.2,192,82.4,50,38.9,243,34.1,180,79.7,110,United Kingdom,University of Southampton,"Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,General Engineering,Accounting & Finance,Communication & Media Studies,Biological Sciences,Geography,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Other Health,Archaeology,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,Computer Science,Education,Psychology,Law",FALSE,FALSE
2015,132,132,University of Bern,51.9,132,42,122,80.7,57,47.4,159,36.9,155,70.1,191,Switzerland,University of Bern,"Psychology,Education,Communication & Media Studies,Business & Management,Veterinary Science,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Accounting & Finance,Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Chemistry,Sociology",FALSE,FALSE
2015,132,132,"University of Maryland, College Park",51.9,133,36.5,179,44.8,271,33.2,312,39.1,137,83.6,82,United States,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",FALSE,FALSE
2015,135,135,TU Dresden,51.6,135,39.8,144,44.7,272,99.5,19,42,120,70.8,185,Germany,TU Dresden,"Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Geography,Psychology,Civil Engineering,Computer Science,Medicine & Dentistry,Business & Management,Economics & Econometrics,Architecture,Education,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health",FALSE,FALSE
2015,136,136,Vrije Universiteit Amsterdam,51.4,137,35.5,190,50.6,231,60,100,43.2,117,74.9,146,Netherlands,Vrije Universiteit Amsterdam,"Architecture,Mathematics & Statistics,Economics & Econometrics,Sociology,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Communication & Media Studies,Computer Science,Chemistry,Education,Accounting & Finance,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Psychology,Agriculture & Forestry,Languages, Literature & Linguistics,Biological Sciences",FALSE,FALSE
2015,136,136,University of Lausanne,51.4,136,29.4,273,85.1,34,50.9,136,39.9,131,76.5,132,Switzerland,University of Lausanne,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",FALSE,FALSE
2015,138,138,Trinity College Dublin,51.2,138,39.4,149,83.9,44,30.6,353,30.3,218,77.6,124,Ireland,Trinity College Dublin,"Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Geography,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Physics & Astronomy,Sport Science,Law,Accounting & Finance,Sociology,General Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Psychology",FALSE,FALSE
2015,139,139,Bo??azi??i University,51.1,139,28.5,288,54.1,208,47.7,156,27.6,252,96.8,19,Turkey,Bo??azi??i University,"Sociology,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Education,Physics & Astronomy,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Psychology,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences",FALSE,FALSE
2015,140,140,Radboud University Nijmegen,51,140,30.5,258,61.6,149,42.8,197,46.7,100,73.9,158,Netherlands,Radboud University Nijmegen,"History, Philosophy & Theology,Economics & Econometrics,Psychology,Geography,Archaeology,Communication & Media Studies,Business & Management,Medicine & Dentistry,Physics & Astronomy,Law,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Computer Science,Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Chemistry",FALSE,FALSE
2015,141,141,Texas A&M University,50.9,142,46.2,89,49.1,246,49.6,146,51.9,75,55.1,307,United States,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",FALSE,FALSE
2015,141,141,Tokyo Institute of Technology,50.9,143,53.5,60,37,324,69.4,78,52.9,72,48.1,355,Japan,Tokyo Institute of Technology,"Civil Engineering,Sport Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,General Engineering,Chemistry,Chemical Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies,Sociology",FALSE,FALSE
2015,141,141,Colorado School of Mines,50.9,141,26.1,319,52.6,222,79.4,56,26.7,265,97.1,16,United States,Colorado School of Mines,"Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Business & Management,Physics & Astronomy,Chemical Engineering,General Engineering,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,144,144,Eindhoven University of Technology,50.5,144,38.3,156,69,111,99.9,13,47.1,96,57.3,293,Netherlands,Eindhoven University of Technology,"Civil Engineering,Mathematics & Statistics,Chemistry,Languages, Literature & Linguistics,Computer Science,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,144,144,Rutgers University ?€? New Brunswick,50.5,145,40.5,134,34.3,343,35.2,278,45.3,106,71,181,United States,Rutgers University ?€? New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2015,146,146,University of Leeds,50.4,146,39.4,150,67.6,116,39.4,237,39.1,136,69.3,195,United Kingdom,University of Leeds,"Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Sociology,Architecture,Psychology,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Chemical Engineering,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Accounting & Finance,Computer Science,Biological Sciences,Sport Science,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,147,147,Brandeis University,50.3,147,25.8,323,54.7,201,43.9,186,29.1,234,95.3,25,United States,Brandeis University,"Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Mathematics & Statistics,Biological Sciences,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,Business & Management,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",FALSE,FALSE
2015,148,148,University of Birmingham,50.2,149,42.8,116,75.8,81,36,270,39.8,133,62.7,244,United Kingdom,University of Birmingham,"Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Education,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Archaeology,General Engineering,Medicine & Dentistry,Law,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Geography,Psychology,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Mathematics & Statistics",FALSE,FALSE
2015,148,148,Sungkyunkwan University (SKKU),50.2,148,48.1,83,35.8,335,98.5,24,50.2,84,51.7,328,South Korea,Sungkyunkwan University (SKKU),"Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Education,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Psychology,Business & Management,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Economics & Econometrics,Civil Engineering,Sociology,Other Health,Law,Art, Performing Arts & Design,Chemical Engineering,Chemistry",FALSE,FALSE
2015,150,150,Indiana University,50.1,150,46.5,88,37.1,321,-,385,35.1,172,73.1,163,United States,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",FALSE,FALSE
2015,150,150,"University of California, Riverside",50.1,151,29.4,272,61.6,150,39.5,235,27.5,256,91.5,43,United States,"University of California, Riverside","Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2015,152,152,Dartmouth College,50,152,38.3,155,33.1,347,49.1,151,35.4,168,80.4,102,United States,Dartmouth College,"Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Geography,Other Health,Art, Performing Arts & Design,Archaeology,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Biological Sciences,Civil Engineering,Psychology,Chemistry,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2015,153,153,Aarhus University,49.9,153,30.9,250,66.3,123,59.8,101,47.5,93,66.5,219,Denmark,Aarhus University,"Education,Psychology,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Archaeology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Computer Science,Geography,Chemistry,Other Health,Agriculture & Forestry,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sport Science,Sociology,Languages, Literature & Linguistics",FALSE,FALSE
2015,154,154,University of Exeter,49.7,154,32,231,79.8,62,35.8,273,32.7,200,78,120,United Kingdom,University of Exeter,"Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Architecture,Law,Biological Sciences,Psychology,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Other Health,Business & Management,Archaeology,Agriculture & Forestry,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Veterinary Science,Civil Engineering,Physics & Astronomy,General Engineering",FALSE,FALSE
2015,155,155,National Taiwan University (NTU),49.3,155,48.8,79,27.5,375,43.8,187,57.3,61,47.7,357,Taiwan,National Taiwan University (NTU),"Civil Engineering,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Architecture,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Sport Science",FALSE,FALSE
2015,156,156,RWTH Aachen University,49.2,156,39,152,56.8,184,69.8,76,29.9,223,75,142,Germany,RWTH Aachen University,"Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Chemistry,Other Health,History, Philosophy & Theology,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Business & Management,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Chemical Engineering,Geography,General Engineering,Psychology,Politics & International Studies (incl Development Studies)",FALSE,FALSE
2015,157,157,University of Liverpool,49.1,158,31.3,244,79.5,66,40,229,33.2,192,76.2,133,United Kingdom,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",FALSE,FALSE
2015,157,157,The University of Western Australia,49.1,159,36.3,183,87.3,26,63.3,93,38.1,144,62.2,252,Australia,The University of Western Australia,"Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Biological Sciences,Psychology,Archaeology,Education,Chemistry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,General Engineering,Sport Science,Geography,Architecture,Other Health,Law,Communication & Media Studies,Medicine & Dentistry,Agriculture & Forestry,Computer Science,Physics & Astronomy,Accounting & Finance,Civil Engineering,Mathematics & Statistics",FALSE,FALSE
2015,157,157,Osaka University,49.1,157,51.3,69,29.1,370,73.6,65,48,91,51.1,333,Japan,Osaka University Handai OU,"Medicine & Dentistry,Civil Engineering,Sociology,Art, Performing Arts & Design,Education,Chemistry,Languages, Literature & Linguistics,Sport Science,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Psychology,Accounting & Finance,General Engineering,Geography,Archaeology,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies",FALSE,FALSE
2015,160,160,??cole Normale Sup??rieure de Lyon,49,160,38.1,159,64.4,132,29.3,363,33.8,184,73,167,France,??cole Normale Sup??rieure de Lyon,"History, Philosophy & Theology,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Education,Geography,Computer Science,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE
2015,160,160,University of Copenhagen,49,161,34,206,71.8,93,44.4,182,34.4,178,73.5,161,Denmark,University of Copenhagen,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",FALSE,FALSE
2015,162,162,University of Utah,48.6,162,38.8,153,27.5,376,58.1,107,36.5,157,75,144,United States,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",FALSE,FALSE
2015,163,163,University of Freiburg,48.3,163,38,162,56.7,185,81.4,54,28.1,247,74,155,Germany,University of Freiburg,"Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Geography,Sport Science,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Psychology",FALSE,FALSE
